<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.11.18	02:30:00	2593.024	2593.975	2590.358	2592.728	2252	0	159
2024.11.18	02:45:00	2592.771	2593.440	2589.417	2591.105	1807	0	160
2024.11.18	03:00:00	2591.026	2592.530	2589.024	2589.148	1934	0	159
2024.11.18	03:15:00	2589.190	2590.161	2587.753	2589.431	1822	0	160
2024.11.18	03:30:00	2589.378	2591.022	2588.626	2589.183	1268	0	159
2024.11.18	03:45:00	2589.171	2589.925	2588.315	2589.863	1144	0	160
2024.11.18	04:00:00	2589.895	2591.816	2589.256	2590.645	1178	0	159
2024.11.18	04:15:00	2590.677	2591.846	2590.355	2591.633	1115	0	160
2024.11.18	04:30:00	2591.657	2592.077	2590.757	2591.370	935	0	160
2024.11.18	04:45:00	2591.327	2593.197	2590.721	2592.244	1153	0	160
2024.11.18	05:00:00	2592.256	2592.383	2589.463	2589.704	1394	0	159
2024.11.18	05:15:00	2589.724	2590.086	2588.413	2588.958	1329	0	160
2024.11.18	05:30:00	2588.915	2588.915	2585.078	2585.553	2195	0	160
2024.11.18	05:45:00	2585.572	2587.581	2585.214	2585.580	1906	0	160
2024.11.18	06:00:00	2585.611	2585.611	2580.420	2585.193	2466	0	160
2024.11.18	06:15:00	2585.175	2586.434	2582.889	2586.309	2529	0	159
2024.11.18	06:30:00	2586.287	2586.992	2583.976	2584.710	2846	0	159
2024.11.18	06:45:00	2584.673	2587.678	2584.335	2585.969	1902	0	159
2024.11.18	07:00:00	2586.030	2586.343	2583.637	2585.565	2012	0	160
2024.11.18	07:15:00	2585.603	2587.109	2583.164	2583.594	1760	0	159
2024.11.18	07:30:00	2583.548	2584.446	2582.330	2582.976	1566	0	160
2024.11.18	07:45:00	2582.946	2584.707	2581.671	2582.838	1751	0	159
2024.11.18	08:00:00	2582.796	2586.111	2582.021	2585.991	2559	0	160
2024.11.18	08:15:00	2585.960	2590.050	2585.778	2587.260	2649	0	159
2024.11.18	08:30:00	2587.216	2587.807	2585.061	2585.298	2064	0	159
2024.11.18	08:45:00	2585.273	2586.490	2583.629	2585.661	1916	0	159
2024.11.18	09:00:00	2585.620	2587.211	2583.802	2587.111	2404	0	159
2024.11.18	09:15:00	2587.141	2591.852	2586.780	2591.647	2157	0	160
2024.11.18	09:30:00	2591.600	2594.055	2589.699	2593.684	2599	0	159
2024.11.18	09:45:00	2593.674	2597.258	2593.348	2595.651	2494	0	159
2024.11.18	10:00:00	2595.648	2596.706	2591.454	2591.530	2357	0	159
2024.11.18	10:15:00	2591.568	2593.266	2590.351	2591.569	2238	0	159
2024.11.18	10:30:00	2591.625	2592.859	2589.522	2592.650	2214	0	159
2024.11.18	10:45:00	2592.746	2594.321	2590.966	2593.993	1617	0	160
2024.11.18	11:00:00	2594.006	2594.116	2591.033	2592.565	1601	0	159
2024.11.18	11:15:00	2592.569	2594.896	2591.748	2594.021	1676	0	160
2024.11.18	11:30:00	2594.067	2595.405	2590.428	2592.298	2439	0	159
2024.11.18	11:45:00	2592.344	2595.094	2592.329	2594.412	1603	0	159
2024.11.18	12:00:00	2594.339	2594.519	2590.358	2592.475	2069	0	159
2024.11.18	12:15:00	2592.499	2592.708	2590.482	2591.013	1979	0	159
2024.11.18	12:30:00	2590.974	2595.581	2590.479	2594.916	2000	0	159
2024.11.18	12:45:00	2594.828	2597.175	2593.695	2595.112	2501	0	159
2024.11.18	13:00:00	2595.111	2598.976	2594.405	2597.013	3529	0	159
2024.11.18	13:15:00	2597.041	2599.696	2592.870	2599.048	3578	0	159
2024.11.18	13:30:00	2599.013	2603.341	2598.980	2602.801	3434	0	159
2024.11.18	13:45:00	2602.824	2605.064	2602.384	2603.939	2631	0	159
2024.11.18	14:00:00	2603.964	2607.718	2602.699	2607.533	3002	0	159
2024.11.18	14:15:00	2607.631	2608.197	2603.143	2604.359	2976	0	159
2024.11.18	14:30:00	2604.323	2610.251	2604.039	2608.287	5778	0	159
2024.11.18	14:45:00	2608.250	2609.910	2605.331	2608.155	3611	0	159
2024.11.18	15:00:00	2608.192	2610.162	2605.863	2609.196	3442	0	159
2024.11.18	15:15:00	2609.086	2611.886	2608.652	2611.497	2919	0	159
2024.11.18	15:30:00	2611.513	2612.411	2609.885	2610.677	2907	0	159
2024.11.18	15:45:00	2610.701	2613.390	2609.388	2612.936	2423	0	159
2024.11.18	16:00:00	2612.972	2615.087	2612.835	2613.104	2566	0	160
2024.11.18	16:15:00	2613.081	2614.777	2611.711	2611.765	2425	0	159
2024.11.18	16:30:00	2611.739	2612.033	2609.329	2610.277	2024	0	159
2024.11.18	16:45:00	2610.242	2612.512	2610.209	2611.587	1993	0	159
2024.11.18	17:00:00	2611.623	2611.923	2608.293	2609.538	1814	0	159
2024.11.18	17:15:00	2609.544	2609.657	2607.577	2608.417	1739	0	159
2024.11.18	17:30:00	2608.397	2611.061	2607.341	2610.685	1590	0	160
2024.11.18	17:45:00	2610.660	2611.614	2609.527	2610.484	1552	0	159
2024.11.18	18:00:00	2610.487	2610.964	2609.327	2609.418	1385	0	160
2024.11.18	18:15:00	2609.441	2610.439	2607.776	2610.215	1545	0	159
2024.11.18	18:30:00	2610.186	2610.317	2608.240	2608.249	1586	0	159
2024.11.18	18:45:00	2608.219	2612.024	2607.666	2611.106	1349	0	160
2024.11.18	19:00:00	2611.144	2612.622	2610.333	2611.988	1470	0	160
2024.11.18	19:15:00	2611.993	2612.060	2609.277	2609.373	1465	0	159
2024.11.18	19:30:00	2609.415	2610.483	2608.343	2608.763	1243	0	159
2024.11.18	19:45:00	2608.801	2610.546	2608.755	2609.848	1292	0	159
2024.11.18	20:00:00	2609.804	2610.971	2609.571	2610.479	1264	0	160
2024.11.18	20:15:00	2610.509	2611.540	2609.856	2610.272	1201	0	160
2024.11.18	20:30:00	2610.236	2610.794	2608.457	2608.558	1208	0	160
2024.11.18	20:45:00	2608.592	2610.997	2608.192	2610.222	1372	0	159
2024.11.18	21:00:00	2610.260	2610.769	2609.823	2610.571	803	0	160
2024.11.18	21:15:00	2610.521	2611.747	2610.390	2610.958	844	0	160
2024.11.18	21:30:00	2610.971	2611.906	2610.348	2611.694	873	0	160
2024.11.18	21:45:00	2611.703	2612.361	2611.475	2611.721	799	0	159
2024.11.18	23:00:00	2611.031	2611.636	2610.345	2611.436	671	0	160
2024.11.18	23:15:00	2611.447	2612.800	2611.297	2612.515	574	0	160
2024.11.18	23:30:00	2612.502	2612.785	2611.844	2612.634	532	0	159
2024.11.18	23:45:00	2612.725	2613.107	2612.105	2612.704	497	0	160
2024.11.19	00:00:00	2612.731	2612.815	2611.116	2611.474	992	0	160
2024.11.19	00:15:00	2611.469	2612.405	2611.047	2612.365	757	0	159
2024.11.19	00:30:00	2612.372	2613.358	2611.971	2612.068	882	0	160
2024.11.19	00:45:00	2612.042	2613.746	2611.956	2613.332	1079	0	160
2024.11.19	01:00:00	2613.344	2617.672	2613.344	2617.661	3082	0	159
2024.11.19	01:15:00	2617.686	2617.814	2613.124	2613.124	2251	0	159
2024.11.19	01:30:00	2613.096	2616.396	2611.538	2615.255	2608	0	159
2024.11.19	01:45:00	2615.289	2616.431	2614.135	2615.622	2012	0	159
2024.11.19	02:00:00	2615.618	2619.177	2615.618	2618.325	2169	0	159
2024.11.19	02:15:00	2618.357	2619.437	2617.501	2619.173	1486	0	160
2024.11.19	02:30:00	2619.169	2624.124	2619.169	2623.254	2350	0	159
2024.11.19	02:45:00	2623.290	2623.841	2621.180	2622.427	2264	0	160
2024.11.19	03:00:00	2622.392	2625.540	2621.939	2625.014	1653	0	159
2024.11.19	03:15:00	2625.010	2625.591	2623.326	2624.127	1908	0	159
2024.11.19	03:30:00	2624.108	2624.881	2621.321	2622.807	1563	0	159
2024.11.19	03:45:00	2622.779	2624.696	2621.632	2624.435	1340	0	159
2024.11.19	04:00:00	2624.456	2624.508	2622.940	2623.428	1304	0	160
2024.11.19	04:15:00	2623.465	2623.665	2621.731	2622.081	1108	0	159
2024.11.19	04:30:00	2622.046	2624.223	2621.470	2624.040	1024	0	160
2024.11.19	04:45:00	2624.083	2625.134	2622.569	2622.948	1152	0	159
2024.11.19	05:00:00	2622.903	2622.903	2620.801	2622.608	1274	0	160
2024.11.19	05:15:00	2622.591	2623.313	2621.772	2623.182	1343	0	159
2024.11.19	05:30:00	2623.192	2623.401	2621.873	2622.988	1928	0	159
2024.11.19	05:45:00	2623.010	2623.067	2621.421	2622.516	1752	0	159
2024.11.19	06:00:00	2622.475	2624.731	2621.376	2622.212	1892	0	160
2024.11.19	06:15:00	2622.231	2623.383	2621.808	2622.417	1726	0	159
2024.11.19	06:30:00	2622.379	2623.435	2621.593	2623.331	1597	0	160
2024.11.19	06:45:00	2623.342	2626.636	2622.300	2625.086	1943	0	159
2024.11.19	07:00:00	2625.184	2625.324	2618.257	2618.986	2164	0	159
2024.11.19	07:15:00	2619.028	2619.941	2617.689	2618.596	2162	0	159
2024.11.19	07:30:00	2618.562	2620.948	2617.936	2620.508	1772	0	159
2024.11.19	07:45:00	2620.469	2620.704	2617.991	2619.057	1715	0	159
2024.11.19	08:00:00	2619.021	2620.744	2618.674	2619.457	2192	0	159
2024.11.19	08:15:00	2619.418	2622.084	2619.384	2619.946	2070	0	160
2024.11.19	08:30:00	2619.971	2626.828	2618.791	2626.594	3340	0	159
2024.11.19	08:45:00	2626.628	2627.045	2623.140	2626.364	2680	0	159
2024.11.19	09:00:00	2626.280	2628.294	2625.310	2626.493	2740	0	159
2024.11.19	09:15:00	2626.455	2631.940	2625.281	2630.461	5070	0	159
2024.11.19	09:30:00	2630.552	2634.483	2630.023	2631.014	3196	0	159
2024.11.19	09:45:00	2631.023	2632.080	2629.586	2630.240	3209	0	159
2024.11.19	10:00:00	2630.216	2634.871	2629.909	2634.299	2444	0	159
2024.11.19	10:15:00	2634.299	2635.349	2631.952	2634.642	2203	0	160
2024.11.19	10:30:00	2634.609	2635.787	2633.038	2634.762	2127	0	159
2024.11.19	10:45:00	2634.737	2636.506	2633.876	2635.048	1654	0	159
2024.11.19	11:00:00	2635.061	2636.008	2633.970	2634.709	1913	0	159
2024.11.19	11:15:00	2634.708	2635.903	2634.067	2634.510	1696	0	159
2024.11.19	11:30:00	2634.529	2635.182	2631.954	2633.740	1901	0	159
2024.11.19	11:45:00	2633.718	2634.402	2629.026	2629.639	2194	0	159
2024.11.19	12:00:00	2629.667	2631.586	2628.686	2631.241	2385	0	159
2024.11.19	12:15:00	2631.227	2636.124	2630.899	2635.770	2133	0	160
2024.11.19	12:30:00	2635.745	2636.994	2635.028	2635.312	2164	0	159
2024.11.19	12:45:00	2635.219	2639.374	2633.215	2639.205	2628	0	159
2024.11.19	13:00:00	2639.236	2639.438	2636.519	2637.864	4191	0	159
2024.11.19	13:15:00	2637.821	2638.211	2629.540	2630.278	4292	0	160
2024.11.19	13:30:00	2630.229	2636.277	2629.250	2634.787	4109	0	159
2024.11.19	13:45:00	2634.762	2636.920	2632.406	2635.244	4537	0	159
2024.11.19	14:00:00	2635.216	2636.926	2629.821	2630.178	5486	0	159
2024.11.19	14:15:00	2630.232	2630.931	2624.365	2628.263	5219	0	159
2024.11.19	14:30:00	2628.308	2629.979	2626.206	2629.802	5294	0	159
2024.11.19	14:45:00	2629.829	2630.950	2622.740	2623.518	5370	0	159
2024.11.19	15:00:00	2623.481	2628.236	2622.287	2628.013	4722	0	159
2024.11.19	15:15:00	2628.058	2628.683	2624.791	2627.789	2949	0	159
2024.11.19	15:30:00	2627.747	2628.280	2620.912	2626.432	4399	0	159
2024.11.19	15:45:00	2626.402	2627.468	2622.267	2624.443	3200	0	159
2024.11.19	16:00:00	2624.478	2626.224	2623.160	2625.110	2857	0	159
2024.11.19	16:15:00	2625.146	2628.446	2623.954	2624.307	2993	0	159
2024.11.19	16:30:00	2624.277	2625.425	2623.042	2623.199	2697	0	159
2024.11.19	16:45:00	2623.243	2626.553	2622.295	2626.400	2451	0	160
2024.11.19	17:00:00	2626.364	2629.688	2625.622	2629.663	2119	0	159
2024.11.19	17:15:00	2629.603	2633.132	2629.187	2632.488	2059	0	160
2024.11.19	17:30:00	2632.531	2632.812	2629.685	2630.074	1991	0	160
2024.11.19	17:45:00	2630.083	2630.340	2627.453	2628.114	1774	0	159
2024.11.19	18:00:00	2628.148	2629.194	2626.247	2628.865	1818	0	160
2024.11.19	18:15:00	2628.860	2629.823	2626.319	2627.274	1886	0	159
2024.11.19	18:30:00	2627.303	2629.038	2626.514	2628.832	1486	0	160
2024.11.19	18:45:00	2628.862	2630.387	2628.216	2630.105	1440	0	160
2024.11.19	19:00:00	2630.140	2631.545	2629.416	2631.194	1309	0	159
2024.11.19	19:15:00	2631.186	2631.243	2628.859	2630.066	1455	0	160
2024.11.19	19:30:00	2630.094	2630.827	2629.256	2630.187	1352	0	159
2024.11.19	19:45:00	2630.184	2631.519	2629.855	2630.678	1241	0	160
2024.11.19	20:00:00	2630.717	2631.889	2630.414	2631.572	1107	0	159
2024.11.19	20:15:00	2631.548	2632.366	2631.263	2631.968	958	0	160
2024.11.19	20:30:00	2631.978	2632.937	2630.889	2632.189	1164	0	160
2024.11.19	20:45:00	2632.290	2634.574	2632.122	2633.683	1308	0	160
2024.11.19	21:00:00	2633.651	2633.908	2631.040	2631.480	844	0	160
2024.11.19	21:15:00	2631.474	2633.130	2630.548	2632.621	1033	0	159
2024.11.19	21:30:00	2632.632	2633.738	2631.894	2632.335	1010	0	159
2024.11.19	21:45:00	2632.345	2632.947	2631.807	2632.059	667	0	160
2024.11.19	23:00:00	2632.155	2633.732	2632.009	2633.391	709	0	160
2024.11.19	23:15:00	2633.407	2634.585	2633.275	2634.080	704	0	160
2024.11.19	23:30:00	2634.049	2635.037	2633.725	2634.740	678	0	160
2024.11.19	23:45:00	2634.734	2635.536	2634.023	2635.161	752	0	160
2024.11.20	00:00:00	2635.161	2636.700	2634.676	2636.332	1070	0	160
2024.11.20	00:15:00	2636.312	2637.985	2635.596	2637.805	1094	0	159
2024.11.20	00:30:00	2637.769	2638.730	2637.011	2637.952	1084	0	160
2024.11.20	00:45:00	2637.969	2639.079	2637.676	2637.790	1248	0	160
2024.11.20	01:00:00	2637.833	2641.487	2637.645	2638.985	3081	0	159
2024.11.20	01:15:00	2638.910	2639.969	2635.939	2636.794	1976	0	159
2024.11.20	01:30:00	2636.761	2639.290	2635.771	2639.290	2134	0	159
2024.11.20	01:45:00	2639.296	2640.621	2638.122	2639.618	1746	0	159
2024.11.20	02:00:00	2639.635	2641.602	2638.374	2641.116	1754	0	159
2024.11.20	02:15:00	2641.114	2641.739	2640.213	2641.244	1354	0	160
2024.11.20	02:30:00	2641.316	2641.847	2639.825	2640.310	1732	0	159
2024.11.20	02:45:00	2640.331	2640.917	2639.218	2640.225	1514	0	159
2024.11.20	03:00:00	2640.208	2641.152	2639.524	2640.414	1447	0	159
2024.11.20	03:15:00	2640.415	2641.212	2640.031	2640.627	1389	0	160
2024.11.20	03:30:00	2640.685	2640.811	2639.284	2639.343	1160	0	159
2024.11.20	03:45:00	2639.335	2639.771	2637.541	2637.977	971	0	160
2024.11.20	04:00:00	2638.012	2638.601	2637.105	2638.044	1034	0	159
2024.11.20	04:15:00	2638.043	2638.772	2636.821	2636.960	871	0	160
2024.11.20	04:30:00	2636.993	2637.582	2636.109	2636.382	969	0	160
2024.11.20	04:45:00	2636.372	2637.226	2636.134	2636.586	910	0	159
2024.11.20	05:00:00	2636.526	2636.653	2634.869	2635.834	1123	0	159
2024.11.20	05:15:00	2635.797	2637.712	2635.258	2637.059	1179	0	160
2024.11.20	05:30:00	2637.023	2638.488	2635.270	2637.818	2042	0	160
2024.11.20	05:45:00	2637.791	2638.370	2635.757	2636.853	1522	0	160
2024.11.20	06:00:00	2636.822	2637.086	2630.792	2630.876	2602	0	159
2024.11.20	06:15:00	2630.920	2632.243	2628.550	2631.184	2811	0	159
2024.11.20	06:30:00	2631.225	2631.596	2628.931	2631.080	2351	0	159
2024.11.20	06:45:00	2631.086	2631.618	2628.586	2629.529	1670	0	160
2024.11.20	07:00:00	2629.508	2630.123	2627.421	2629.392	2081	0	160
2024.11.20	07:15:00	2629.417	2630.209	2625.668	2626.350	1884	0	160
2024.11.20	07:30:00	2626.346	2627.071	2623.234	2624.385	2381	0	159
2024.11.20	07:45:00	2624.416	2625.292	2621.232	2621.591	2074	0	159
2024.11.20	08:00:00	2621.555	2623.691	2618.864	2623.030	2861	0	159
2024.11.20	08:15:00	2623.056	2623.357	2620.886	2621.924	2075	0	159
2024.11.20	08:30:00	2621.890	2623.684	2621.129	2621.911	1903	0	159
2024.11.20	08:45:00	2621.942	2624.455	2621.928	2624.128	1614	0	160
2024.11.20	09:00:00	2624.195	2625.703	2623.242	2625.312	1898	0	159
2024.11.20	09:15:00	2625.339	2625.369	2621.618	2621.820	1641	0	160
2024.11.20	09:30:00	2621.804	2623.948	2621.331	2622.775	1799	0	159
2024.11.20	09:45:00	2622.780	2623.456	2621.058	2621.966	2022	0	159
2024.11.20	10:00:00	2621.944	2623.328	2620.871	2623.328	1692	0	159
2024.11.20	10:15:00	2623.292	2626.200	2622.994	2624.337	1473	0	160
2024.11.20	10:30:00	2624.369	2624.728	2622.649	2624.176	1765	0	160
2024.11.20	10:45:00	2624.180	2625.539	2622.514	2625.089	1888	0	159
2024.11.20	11:00:00	2625.042	2625.424	2622.528	2622.753	1442	0	159
2024.11.20	11:15:00	2622.725	2624.337	2621.398	2623.899	1692	0	159
2024.11.20	11:30:00	2623.919	2625.322	2622.188	2623.702	2238	0	159
2024.11.20	11:45:00	2623.694	2628.172	2623.033	2628.085	1941	0	159
2024.11.20	12:00:00	2628.123	2630.383	2627.954	2628.472	2288	0	159
2024.11.20	12:15:00	2628.483	2629.643	2627.065	2628.377	1776	0	159
2024.11.20	12:30:00	2628.394	2631.782	2627.065	2631.577	1903	0	160
2024.11.20	12:45:00	2631.582	2632.423	2630.171	2631.793	1879	0	159
2024.11.20	13:00:00	2631.751	2635.561	2631.165	2634.467	2994	0	159
2024.11.20	13:15:00	2634.509	2640.474	2633.793	2637.565	3099	0	159
2024.11.20	13:30:00	2637.522	2639.427	2634.914	2635.649	3057	0	159
2024.11.20	13:45:00	2635.595	2636.285	2633.382	2636.024	2404	0	159
2024.11.20	14:00:00	2636.063	2639.404	2634.126	2638.673	2504	0	160
2024.11.20	14:15:00	2638.637	2642.132	2635.489	2639.100	4796	0	159
2024.11.20	14:30:00	2639.145	2646.307	2636.818	2645.583	4196	0	159
2024.11.20	14:45:00	2645.556	2646.466	2640.637	2643.143	3155	0	159
2024.11.20	15:00:00	2643.127	2647.368	2640.775	2646.937	3203	0	159
2024.11.20	15:15:00	2646.922	2648.833	2644.275	2646.019	2910	0	159
2024.11.20	15:30:00	2646.053	2647.122	2643.273	2644.256	2648	0	160
2024.11.20	15:45:00	2644.223	2648.932	2643.496	2648.810	2244	0	159
2024.11.20	16:00:00	2648.808	2649.958	2646.045	2647.167	2972	0	159
2024.11.20	16:15:00	2647.102	2649.925	2646.874	2649.701	2432	0	159
2024.11.20	16:30:00	2649.667	2650.170	2647.735	2648.906	2307	0	160
2024.11.20	16:45:00	2648.882	2650.824	2648.508	2650.603	2119	0	159
2024.11.20	17:00:00	2650.623	2655.433	2650.310	2654.601	2130	0	159
2024.11.20	17:15:00	2654.502	2654.846	2649.630	2650.058	2079	0	159
2024.11.20	17:30:00	2650.079	2652.006	2649.194	2650.940	1975	0	160
2024.11.20	17:45:00	2650.950	2652.583	2649.402	2651.825	2016	0	160
2024.11.20	18:00:00	2651.781	2652.149	2648.854	2648.979	2288	0	159
2024.11.20	18:15:00	2648.945	2649.158	2645.357	2648.076	2674	0	159
2024.11.20	18:30:00	2648.117	2649.219	2646.595	2647.583	1902	0	159
2024.11.20	18:45:00	2647.588	2649.305	2646.930	2648.593	1742	0	159
2024.11.20	19:00:00	2648.568	2650.764	2648.447	2649.846	1661	0	160
2024.11.20	19:15:00	2649.887	2651.382	2649.736	2649.941	1455	0	159
2024.11.20	19:30:00	2649.916	2653.137	2649.380	2652.885	1449	0	160
2024.11.20	19:45:00	2652.927	2653.034	2650.606	2650.872	1435	0	160
2024.11.20	20:00:00	2650.841	2651.191	2649.842	2650.471	1326	0	159
2024.11.20	20:15:00	2650.515	2650.765	2648.256	2648.623	1466	0	160
2024.11.20	20:30:00	2648.589	2649.493	2647.270	2647.602	1621	0	160
2024.11.20	20:45:00	2647.610	2649.748	2647.326	2648.907	1717	0	159
2024.11.20	21:00:00	2648.886	2649.704	2648.051	2649.047	954	0	160
2024.11.20	21:15:00	2649.070	2650.402	2648.607	2649.984	1292	0	159
2024.11.20	21:30:00	2649.986	2650.320	2648.291	2650.047	845	0	159
2024.11.20	21:45:00	2650.073	2650.486	2649.320	2649.955	917	0	159
2024.11.20	23:00:00	2651.224	2651.232	2648.995	2648.995	672	0	159
2024.11.20	23:15:00	2648.995	2650.067	2648.987	2649.590	640	0	160
2024.11.20	23:30:00	2649.628	2652.507	2649.628	2651.821	758	0	160
2024.11.20	23:45:00	2651.844	2652.940	2651.844	2652.111	911	0	159
2024.11.21	00:00:00	2652.153	2653.016	2651.776	2652.028	1161	0	159
2024.11.21	00:15:00	2652.042	2654.865	2652.022	2653.877	1235	0	159
2024.11.21	00:30:00	2653.870	2658.285	2653.870	2657.583	1147	0	160
2024.11.21	00:45:00	2657.564	2658.813	2657.548	2658.455	1143	0	159
2024.11.21	01:00:00	2658.494	2660.466	2654.699	2654.900	2718	0	159
2024.11.21	01:15:00	2654.944	2655.968	2653.012	2653.779	1823	0	159
2024.11.21	01:30:00	2653.804	2657.094	2653.251	2655.428	1987	0	159
2024.11.21	01:45:00	2655.471	2655.780	2651.807	2653.328	1963	0	159
2024.11.21	02:00:00	2653.298	2658.178	2652.505	2656.421	2184	0	160
2024.11.21	02:15:00	2656.392	2657.022	2655.642	2656.526	1223	0	160
2024.11.21	02:30:00	2656.445	2658.002	2655.309	2655.465	1543	0	159
2024.11.21	02:45:00	2655.435	2656.690	2653.466	2653.698	1349	0	160
2024.11.21	03:00:00	2653.702	2653.705	2650.358	2652.407	1930	0	159
2024.11.21	03:15:00	2652.415	2654.851	2652.030	2654.115	1399	0	159
2024.11.21	03:30:00	2654.066	2655.648	2653.142	2655.216	1002	0	160
2024.11.21	03:45:00	2655.220	2657.248	2655.134	2656.901	1048	0	160
2024.11.21	04:00:00	2656.873	2657.974	2656.814	2657.137	1047	0	160
2024.11.21	04:15:00	2657.141	2657.766	2656.940	2657.347	857	0	159
2024.11.21	04:30:00	2657.346	2658.997	2657.154	2658.415	897	0	160
2024.11.21	04:45:00	2658.414	2658.777	2656.797	2656.929	1009	0	160
2024.11.21	05:00:00	2656.972	2657.764	2655.353	2655.831	1225	0	159
2024.11.21	05:15:00	2655.849	2656.410	2654.625	2655.947	1117	0	159
2024.11.21	05:30:00	2655.956	2657.164	2654.652	2657.164	1687	0	159
2024.11.21	05:45:00	2657.222	2658.142	2655.982	2656.848	1565	0	159
2024.11.21	06:00:00	2656.921	2659.500	2656.537	2659.457	1702	0	159
2024.11.21	06:15:00	2659.441	2661.634	2658.964	2660.399	1697	0	159
2024.11.21	06:30:00	2660.492	2662.236	2658.793	2661.753	1756	0	159
2024.11.21	06:45:00	2661.743	2661.989	2660.646	2661.412	1582	0	159
2024.11.21	07:00:00	2661.374	2661.994	2660.106	2661.137	1392	0	159
2024.11.21	07:15:00	2661.173	2664.100	2659.992	2663.466	1917	0	159
2024.11.21	07:30:00	2663.425	2664.443	2662.611	2664.001	1930	0	160
2024.11.21	07:45:00	2664.043	2664.723	2662.229	2663.099	1657	0	159
2024.11.21	08:00:00	2663.060	2664.291	2661.969	2663.476	1779	0	159
2024.11.21	08:15:00	2663.571	2667.201	2662.728	2666.752	2131	0	159
2024.11.21	08:30:00	2666.801	2670.302	2666.801	2668.817	2317	0	159
2024.11.21	08:45:00	2668.842	2669.444	2665.543	2668.826	1892	0	160
2024.11.21	09:00:00	2668.853	2671.699	2667.839	2667.973	2416	0	160
2024.11.21	09:15:00	2668.006	2668.123	2664.719	2665.649	2386	0	160
2024.11.21	09:30:00	2665.688	2667.233	2664.403	2666.073	1974	0	159
2024.11.21	09:45:00	2666.091	2669.061	2663.420	2668.812	2101	0	159
2024.11.21	10:00:00	2668.811	2669.325	2665.064	2668.249	2039	0	159
2024.11.21	10:15:00	2668.260	2669.141	2666.675	2667.600	1449	0	160
2024.11.21	10:30:00	2667.574	2670.364	2667.238	2668.707	1642	0	160
2024.11.21	10:45:00	2668.685	2670.162	2667.479	2669.877	1508	0	159
2024.11.21	11:00:00	2669.918	2671.237	2668.310	2670.921	1554	0	160
2024.11.21	11:15:00	2670.946	2673.522	2670.946	2672.994	1729	0	160
2024.11.21	11:30:00	2673.031	2673.465	2670.489	2670.679	1806	0	160
2024.11.21	11:45:00	2670.656	2672.638	2669.948	2671.448	1651	0	160
2024.11.21	12:00:00	2671.491	2671.816	2664.033	2664.193	2383	0	159
2024.11.21	12:15:00	2664.157	2667.329	2663.557	2667.083	2023	0	159
2024.11.21	12:30:00	2667.041	2667.324	2664.419	2665.426	1668	0	159
2024.11.21	12:45:00	2665.400	2666.109	2662.897	2663.336	1756	0	159
2024.11.21	13:00:00	2663.278	2667.490	2660.418	2666.981	4354	0	159
2024.11.21	13:15:00	2667.022	2667.722	2663.087	2665.274	4027	0	159
2024.11.21	13:30:00	2665.260	2667.322	2662.187	2666.381	4446	0	159
2024.11.21	13:45:00	2666.352	2667.053	2664.020	2665.385	3349	0	159
2024.11.21	14:00:00	2665.420	2669.519	2665.420	2668.977	3149	0	159
2024.11.21	14:15:00	2668.975	2671.597	2666.775	2667.356	2812	0	159
2024.11.21	14:30:00	2667.307	2671.002	2664.726	2666.619	5047	0	159
2024.11.21	14:45:00	2666.662	2667.914	2661.345	2664.956	5217	0	159
2024.11.21	15:00:00	2665.042	2668.010	2664.358	2665.740	4063	0	159
2024.11.21	15:15:00	2665.772	2669.723	2664.448	2666.253	3600	0	159
2024.11.21	15:30:00	2666.219	2670.549	2665.493	2668.928	3421	0	159
2024.11.21	15:45:00	2668.960	2669.694	2665.581	2667.636	3225	0	159
2024.11.21	16:00:00	2667.674	2669.647	2666.770	2668.438	3081	0	159
2024.11.21	16:15:00	2668.473	2669.744	2664.640	2668.117	3553	0	159
2024.11.21	16:30:00	2668.069	2668.551	2663.829	2664.156	2998	0	159
2024.11.21	16:45:00	2664.123	2666.967	2661.306	2664.688	3251	0	159
2024.11.21	17:00:00	2664.716	2665.354	2661.765	2663.776	2564	0	159
2024.11.21	17:15:00	2663.728	2667.196	2662.473	2665.777	2166	0	160
2024.11.21	17:30:00	2665.727	2669.504	2665.205	2669.163	2017	0	159
2024.11.21	17:45:00	2669.168	2672.803	2669.110	2671.715	2055	0	159
2024.11.21	18:00:00	2671.758	2672.086	2669.017	2671.114	1882	0	160
2024.11.21	18:15:00	2671.104	2673.120	2670.878	2672.056	1980	0	160
2024.11.21	18:30:00	2672.016	2673.126	2670.094	2671.256	1908	0	159
2024.11.21	18:45:00	2671.265	2672.714	2670.341	2672.341	1365	0	160
2024.11.21	19:00:00	2672.380	2673.516	2672.033	2672.906	1338	0	159
2024.11.21	19:15:00	2672.944	2673.027	2668.730	2670.990	1684	0	159
2024.11.21	19:30:00	2671.003	2671.150	2668.827	2669.433	1707	0	160
2024.11.21	19:45:00	2669.370	2670.497	2667.814	2669.684	1607	0	160
2024.11.21	20:00:00	2669.718	2671.663	2668.551	2669.087	1325	0	160
2024.11.21	20:15:00	2669.085	2670.357	2668.797	2670.049	1329	0	159
2024.11.21	20:30:00	2669.994	2670.806	2669.524	2669.910	1343	0	160
