<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.19	04:30:00	3373.093	3373.571	3372.171	3373.281	1039	0	160
2025.06.19	04:45:00	3373.301	3375.191	3372.743	3374.508	1033	0	160
2025.06.19	05:00:00	3374.514	3375.314	3370.225	3372.801	1644	0	160
2025.06.19	05:15:00	3372.835	3374.787	3371.273	3372.160	1506	0	160
2025.06.19	05:30:00	3372.198	3374.522	3368.432	3369.137	1900	0	160
2025.06.19	05:45:00	3369.087	3369.271	3360.187	3364.477	4416	0	160
2025.06.19	06:00:00	3364.520	3364.818	3351.165	3355.656	6434	0	160
2025.06.19	06:15:00	3355.631	3356.203	3349.548	3350.138	6941	0	160
2025.06.19	06:30:00	3350.162	3353.852	3347.474	3352.010	5297	0	160
2025.06.19	06:45:00	3351.893	3358.235	3350.127	3357.404	4163	0	160
2025.06.19	07:00:00	3357.446	3358.724	3354.471	3355.515	2749	0	160
2025.06.19	07:15:00	3355.543	3356.842	3350.693	3353.096	3575	0	160
2025.06.19	07:30:00	3353.135	3368.804	3353.135	3366.887	4867	0	160
2025.06.19	07:45:00	3366.975	3369.142	3364.495	3365.957	3778	0	160
2025.06.19	08:00:00	3366.004	3366.514	3362.345	3362.360	2921	0	160
2025.06.19	08:15:00	3362.329	3367.416	3362.215	3366.417	2561	0	160
2025.06.19	08:30:00	3366.391	3370.368	3364.126	3370.220	2531	0	160
2025.06.19	08:45:00	3370.181	3371.651	3368.022	3368.650	2656	0	160
2025.06.19	09:00:00	3368.679	3369.436	3363.646	3368.223	2346	0	160
2025.06.19	09:15:00	3368.182	3373.624	3367.389	3372.531	2313	0	160
2025.06.19	09:30:00	3372.480	3372.638	3370.617	3370.828	1932	0	160
2025.06.19	09:45:00	3370.821	3373.447	3369.455	3370.267	1917	0	160
2025.06.19	10:00:00	3370.310	3373.746	3369.027	3373.366	1879	0	160
2025.06.19	10:15:00	3373.447	3377.950	3372.725	3376.017	2384	0	160
2025.06.19	10:30:00	3376.021	3379.050	3375.565	3376.984	2276	0	160
2025.06.19	10:45:00	3377.004	3378.324	3373.721	3374.947	1651	0	160
2025.06.19	11:00:00	3375.046	3375.547	3371.893	3373.066	2041	0	160
2025.06.19	11:15:00	3373.056	3374.353	3372.076	3373.919	1725	0	160
2025.06.19	11:30:00	3373.911	3374.574	3371.750	3373.101	1562	0	160
2025.06.19	11:45:00	3373.102	3373.911	3370.484	3371.967	1506	0	160
2025.06.19	12:00:00	3371.971	3372.570	3365.592	3366.109	2376	0	160
2025.06.19	12:15:00	3366.063	3367.690	3363.787	3365.408	2244	0	160
2025.06.19	12:30:00	3365.417	3371.290	3364.539	3367.242	2318	0	160
2025.06.19	12:45:00	3367.198	3369.881	3365.894	3367.958	2088	0	160
2025.06.19	13:00:00	3367.996	3368.904	3365.004	3367.150	3188	0	160
2025.06.19	13:15:00	3367.141	3368.444	3361.520	3362.847	2316	0	160
2025.06.19	13:30:00	3362.937	3369.177	3361.759	3367.635	3554	0	160
2025.06.19	13:45:00	3367.756	3372.963	3367.756	3369.573	2733	0	160
2025.06.19	14:00:00	3369.547	3371.005	3366.629	3368.716	2810	0	160
2025.06.19	14:15:00	3368.663	3369.459	3362.065	3362.234	2391	0	160
2025.06.19	14:30:00	3362.209	3366.768	3361.574	3366.218	2670	0	160
2025.06.19	14:45:00	3366.243	3366.721	3364.267	3364.632	2117	0	160
2025.06.19	15:00:00	3364.607	3368.426	3362.182	3366.486	3457	0	160
2025.06.19	15:15:00	3366.532	3370.074	3365.821	3367.415	2152	0	160
2025.06.19	15:30:00	3367.441	3368.453	3365.857	3367.215	1915	0	160
2025.06.19	15:45:00	3367.223	3371.922	3365.367	3369.260	3137	0	160
2025.06.19	16:00:00	3369.223	3369.570	3367.257	3367.382	1361	0	160
2025.06.19	16:15:00	3367.478	3371.630	3366.108	3369.824	2035	0	160
2025.06.19	16:30:00	3369.830	3370.437	3366.871	3369.575	1629	0	160
2025.06.19	16:45:00	3369.582	3371.703	3369.315	3371.146	1361	0	160
2025.06.19	17:00:00	3371.105	3374.140	3370.972	3373.455	1102	0	160
2025.06.19	22:00:00	3369.491	3370.375	3361.971	3364.856	1899	0	160
2025.06.19	22:15:00	3364.848	3367.544	3363.890	3366.355	1940	0	160
2025.06.19	22:30:00	3366.320	3366.873	3362.281	3364.483	2354	0	160
2025.06.19	22:45:00	3364.519	3365.864	3363.992	3365.623	1314	0	160
2025.06.19	23:00:00	3365.643	3366.583	3363.627	3366.576	1191	0	160
2025.06.19	23:15:00	3366.599	3370.411	3366.440	3368.320	1519	0	160
2025.06.19	23:30:00	3368.319	3368.767	3365.423	3367.314	1715	0	160
2025.06.19	23:45:00	3367.334	3370.095	3367.334	3368.739	2246	0	160
2025.06.20	00:00:00	3368.763	3370.350	3366.883	3368.375	2337	0	160
2025.06.20	00:15:00	3368.416	3368.944	3365.600	3365.801	1761	0	160
2025.06.20	00:30:00	3365.819	3366.913	3364.625	3365.964	1532	0	160
2025.06.20	00:45:00	3365.964	3369.187	3364.760	3368.174	2165	0	160
2025.06.20	01:00:00	3368.142	3368.289	3358.827	3359.264	3209	0	160
2025.06.20	01:15:00	3359.290	3362.917	3357.451	3361.785	2824	0	160
2025.06.20	01:30:00	3361.748	3362.898	3359.177	3361.234	2235	0	160
2025.06.20	01:45:00	3361.215	3364.401	3356.080	3356.516	2394	0	160
2025.06.20	02:00:00	3356.476	3360.653	3355.841	3356.161	2187	0	160
2025.06.20	02:15:00	3356.209	3358.424	3355.769	3357.247	1562	0	160
2025.06.20	02:30:00	3357.294	3358.036	3352.969	3356.330	3856	0	160
2025.06.20	02:45:00	3356.292	3356.860	3351.561	3352.479	2917	0	160
2025.06.20	03:00:00	3352.510	3354.045	3344.625	3346.703	4491	0	160
2025.06.20	03:15:00	3346.729	3352.732	3346.395	3352.499	3296	0	160
2025.06.20	03:30:00	3352.538	3355.267	3350.917	3354.667	1983	0	160
2025.06.20	03:45:00	3354.717	3356.353	3352.765	3355.507	1860	0	160
2025.06.20	04:00:00	3355.611	3355.778	3353.953	3355.464	1583	0	160
2025.06.20	04:15:00	3355.440	3357.230	3354.171	3356.680	1303	0	160
2025.06.20	04:30:00	3356.586	3357.693	3356.189	3357.285	1020	0	160
2025.06.20	04:45:00	3357.261	3357.550	3352.499	3354.316	1631	0	160
2025.06.20	05:00:00	3354.284	3355.186	3352.200	3352.962	1321	0	160
2025.06.20	05:15:00	3352.960	3353.425	3349.143	3349.242	1436	0	160
2025.06.20	05:30:00	3349.208	3352.864	3346.611	3349.672	3335	0	160
2025.06.20	05:45:00	3349.674	3349.964	3342.726	3344.740	2893	0	160
2025.06.20	06:00:00	3344.773	3348.265	3342.027	3348.134	2487	0	160
2025.06.20	06:15:00	3348.139	3348.691	3343.381	3344.063	2650	0	160
2025.06.20	06:30:00	3344.087	3345.182	3340.345	3340.994	3109	0	160
2025.06.20	06:45:00	3340.960	3346.123	3340.754	3345.292	2173	0	160
2025.06.20	07:00:00	3345.251	3354.446	3343.382	3353.153	2791	0	160
2025.06.20	07:15:00	3353.112	3355.333	3349.947	3352.050	2431	0	160
2025.06.20	07:30:00	3351.977	3352.109	3347.511	3348.180	2226	0	160
2025.06.20	07:45:00	3348.218	3349.697	3346.296	3347.685	2141	0	160
2025.06.20	08:00:00	3347.657	3349.197	3346.681	3348.564	2086	0	160
2025.06.20	08:15:00	3348.569	3350.244	3347.568	3348.919	1784	0	160
2025.06.20	08:30:00	3348.842	3352.338	3348.366	3352.288	2012	0	160
2025.06.20	08:45:00	3352.314	3352.519	3349.703	3351.026	1816	0	160
2025.06.20	09:00:00	3350.977	3354.227	3349.177	3353.914	1896	0	160
2025.06.20	09:15:00	3353.935	3356.939	3352.238	3356.007	2102	0	160
2025.06.20	09:30:00	3356.039	3358.650	3355.526	3358.245	1689	0	160
